Ad_ID,Campaign_Name,Clicks,Impressions,Impressions per conversion,Cost,Conversions,Cost per conversion,Leads,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2249,Data Analytcis Course,102,5369,1342.25,$198.39,4,$49.60,29,0.039,"$1,659",19-11-2024,Hyderbad,TABLET,data analytics course
A2250,Data Anlytics Corse,197,4047,1349.00,$202.72,3,$67.57,15,0.015,"$1,345",05-11-2024,hydrebad,MOBILE,data analitics online
A2251,Data Anlytics Corse,84,4463,1487.67,$198.44,3,$66.15,17,0.036,"$1,110",2024-11-02,Hyderbad,MOBILE,analytics for data
A2252,Data Anlytics Corse,119,4610,1536.67,$222.70,3,$74.23,18,0.025,"$1,473",2024-11-18,hyderabad,desktop,data analitics online
A2253,DataAnalyticsCourse,96,5957,595.70,$225.59,10,$22.56,27,0.104,"$1,062",2024/11/21,hyderabad,Mobile,data analitics online
A2254,Data Analytcis Course,144,5704,950.67,$196.67,6,$32.78,29,0.042,"$1,573",29-11-2024,Hyderbad,MOBILE,analytics for data
A2255,Data Analytics Corse,148,5335,592.78,$223.36,9,$24.82,21,0.061,"$1,251",2024/11/20,HYDERABAD,Tablet,data analitics online
A2256,Data Analytics Corse,151,4901,700.14,$224.29,7,$32.04,27,,"$1,425",2024/11/05,hyderabad,MOBILE,data anaytics training
A2257,Data Analytcis Course,175,5392,599.11,$187.74,9,$20.86,17,,"$1,015",2024-11-21,hydrebad,Tablet,data analitics online
A2258,Data Analytcis Course,189,3461,#DIV/0!,$224.72,,#DIV/0!,20,,"$1,390",2024/11/21,HYDERABAD,DESKTOP,data anaytics training
A2259,Data Analytics Corse,157,5451,545.10,$183.89,10,$18.39,12,0.064,"$1,180",29-11-2024,Hyderbad,Desktop,data analytics course
A2260,DataAnalyticsCourse,126,,0.00,$201.56,10,$20.16,27,0.079,"$1,122",2024-11-21,hyderabad,Desktop,analytics for data
A2261,Data Analytcis Course,85,3770,538.57,$204.04,7,$29.15,30,,"$1,238",14-11-2024,HYDERABAD,mobile,learn data analytics
A2262,Data Analytics Corse,89,3573,357.30,$193.53,10,$19.35,,0.112,"$1,926",15-11-2024,hyderabad,Desktop,learn data analytics
A2263,DataAnalyticsCourse,152,4092,818.40,$196.66,5,$39.33,10,,"$1,396",2024-11-11,Hyderbad,Desktop,analytics for data
A2264,Data Analytics Corse,126,3999,444.33,$181.58,9,$20.18,22,0.071,"$1,145",2024/11/27,hyderabad,Mobile,online data analytic
A2265,Data Anlytics Corse,153,3354,559.00,$243.13,6,$40.52,24,0.039,"$1,536",2024/11/10,Hyderbad,mobile,data analytics course
A2266,DataAnalyticsCourse,98,4801,1600.33,$186.52,3,$62.17,10,0.031,"$1,121",2024/11/07,hyderabad,Desktop,learn data analytics
A2267,Data Analytcis Course,145,4799,799.83,$194.74,6,$32.46,17,,"$1,381",07-11-2024,hyderabad,Desktop,analytics for data
A2268,Data Anlytics Corse,179,3753,625.50,$220.87,6,$36.81,23,,"$1,966",2024/11/14,hydrebad,tablet,data analytics course
A2269,Data Anlytics Corse,108,4698,469.80,$187.19,10,$18.72,19,,"$1,118",15-11-2024,hyderabad,MOBILE,data analitics online
A2270,Data Analytcis Course,191,3522,704.40,$216.65,5,$43.33,25,0.026,"$1,835",2024/11/24,Hyderbad,Tablet,data anaytics training
A2271,Data Anlytics Corse,183,3363,373.67,$212.08,9,$23.56,10,0.049,"$1,511",07-11-2024,Hyderbad,TABLET,data analitics online
A2272,Data Analytics Corse,175,5924,1974.67,$223.30,3,$74.43,14,0.017,"$1,505",2024-11-04,hydrebad,mobile,analytics for data
A2273,DataAnalyticsCourse,97,3558,1186.00,$195.50,3,$65.17,13,0.058,"$1,544",2024-11-11,HYDERABAD,Desktop,data analytics course
A2274,Data Analytics Corse,159,4208,526.00,$236.75,8,$29.59,13,0.05,"$1,849",2024-11-16,HYDERABAD,Tablet,data anaytics training
A2275,DataAnalyticsCourse,125,3607,400.78,$224.45,9,$24.94,22,0.072,"$1,392",02-11-2024,hydrebad,tablet,analytics for data
A2276,Data Analytcis Course,193,,0.00,$199.27,9,$22.14,13,,"$1,612",08-11-2024,hydrebad,mobile,data analitics online
A2277,Data Analytcis Course,110,5220,1305.00,$233.06,4,$58.27,16,0.036,"$1,711",15-11-2024,hydrebad,MOBILE,data anaytics training
A2278,DataAnalyticsCourse,83,5247,1749.00,$231.04,3,$77.01,27,0.054,"$1,636",2024-11-04,Hyderbad,desktop,data analitics online
A2279,Data Anlytics Corse,166,5522,1840.67,$218.34,3,$72.78,13,0.018,"$1,235",2024/11/22,Hyderbad,DESKTOP,online data analytic
A2280,DataAnalyticsCourse,108,3682,1227.33,$214.43,3,$71.48,20,0.028,"$1,553",27-11-2024,hydrebad,DESKTOP,learn data analytics
A2281,Data Analytcis Course,84,4549,649.86,$191.96,7,$27.42,15,,"$1,303",13-11-2024,HYDERABAD,desktop,data analytics course
A2282,DataAnalyticsCourse,117,5170,517.00,,10,0,16,0.085,,20-11-2024,hyderabad,tablet,data analitics online
A2283,DataAnalyticsCourse,195,3122,780.50,$205.30,4,$51.33,24,0.043,"$1,326",2024/11/14,hydrebad,MOBILE,data anaytics training
A2284,Data Analytics Corse,149,3650,1216.67,$220.25,3,$73.42,17,0.02,,29-11-2024,hyderabad,MOBILE,data analitics online
A2285,Data Anlytics Corse,142,5436,776.57,$237.09,7,$33.87,14,,"$1,269",20-11-2024,hydrebad,Tablet,online data analytic
A2286,Data Anlytics Corse,98,5485,1097.00,$182.29,5,$36.46,16,0.051,"$1,518",2024/11/19,Hyderbad,Desktop,learn data analytics
A2287,Data Anlytics Corse,169,3778,1259.33,,3,0,11,0.018,"$1,721",14-11-2024,hydrebad,Desktop,data anaytics training
A2288,Data Analytics Corse,99,3051,508.50,,6,0,18,0.053,"$1,762",2024-11-29,HYDERABAD,MOBILE,online data analytic
A2289,Data Analytcis Course,170,5286,755.14,$190.65,7,$27.24,22,0.041,"$1,110",2024-11-09,hyderabad,Desktop,data analitics online
A2290,Data Analytics Corse,,3533,883.25,$248.96,4,$62.24,22,,"$1,606",05-11-2024,HYDERABAD,mobile,data anaytics training
A2291,DataAnalyticsCourse,156,5125,512.50,$182.15,10,$18.22,26,0.064,"$1,658",16-11-2024,HYDERABAD,MOBILE,data analytics course
A2292,DataAnalyticsCourse,91,4500,1500.00,$241.81,3,$80.60,20,0.033,"$1,902",2024/11/22,HYDERABAD,Mobile,data analitics online
A2293,Data Anlytics Corse,140,4633,1158.25,$228.65,4,$57.16,15,0.049,"$1,738",2024/11/20,hyderabad,Mobile,data analitics online
A2294,Data Analytcis Course,142,3155,315.50,$229.01,10,$22.90,,0.053,"$1,955",01-11-2024,HYDERABAD,mobile,learn data analytics
A2295,Data Anlytics Corse,198,3444,861.00,$195.91,4,$48.98,27,0.056,"$1,317",10-11-2024,Hyderbad,DESKTOP,data analitics online
A2296,Data Anlytics Corse,88,4253,531.63,$210.50,8,$26.31,23,0.051,"$1,918",11-11-2024,hydrebad,Tablet,data analitics online
A2297,Data Analytics Corse,130,4925,985.00,$201.10,5,$40.22,26,,"$1,301",15-11-2024,hyderabad,Tablet,analytics for data
A2298,DataAnalyticsCourse,186,3576,894.00,$213.96,4,$53.49,26,0.022,"$1,689",02-11-2024,Hyderbad,TABLET,learn data analytics
A2299,DataAnalyticsCourse,146,5831,1166.20,$203.07,5,$40.61,19,0.055,"$1,216",28-11-2024,hyderabad,MOBILE,analytics for data
A2300,Data Analytics Corse,199,5147,514.70,$203.08,10,$20.31,27,0.05,"$1,126",30-11-2024,Hyderbad,TABLET,data analytics course
A2301,Data Analytics Corse,94,4242,848.40,$208.78,5,$41.76,14,0.053,"$1,122",2024-11-17,HYDERABAD,TABLET,learn data analytics
A2302,Data Analytcis Course,119,5530,614.44,$205.75,9,$22.86,25,,"$1,725",2024-11-14,hyderabad,MOBILE,analytics for data
A2303,Data Analytcis Course,168,4614,512.67,$241.24,9,$26.80,28,,"$1,307",2024/11/01,HYDERABAD,mobile,online data analytic
A2304,DataAnalyticsCourse,117,5016,557.33,$249.38,9,$27.71,10,0.077,"$1,832",02-11-2024,hydrebad,Tablet,learn data analytics
A2305,Data Analytcis Course,156,5072,1690.67,$249.37,3,$83.12,18,0.058,"$1,701",2024/11/12,hyderabad,MOBILE,learn data analytics
A2306,Data Anlytics Corse,151,4805,1601.67,$241.95,3,$80.65,22,0.056,"$1,571",2024-11-03,Hyderbad,Tablet,online data analytic
A2307,Data Analytcis Course,133,4474,#DIV/0!,$198.99,,#DIV/0!,10,,"$1,394",2024-11-03,hydrebad,MOBILE,online data analytic
A2308,Data Analytics Corse,105,5151,572.33,$188.18,9,$20.91,14,0.032,"$1,595",2024-11-03,Hyderbad,tablet,online data analytic
A2309,Data Analytics Corse,98,4515,645.00,$219.39,7,$31.34,12,,"$1,805",2024/11/07,hydrebad,desktop,learn data analytics
A2310,Data Analytics Corse,93,4269,533.63,$247.76,8,$30.97,21,0.086,"$1,543",19-11-2024,Hyderbad,TABLET,learn data analytics
A2311,Data Analytics Corse,165,3759,#DIV/0!,$231.62,,#DIV/0!,23,,"$1,052",2024/11/28,Hyderbad,MOBILE,analytics for data
A2312,Data Analytics Corse,156,4476,447.60,$186.68,10,$18.67,17,0.033,"$1,372",2024/11/13,hydrebad,Tablet,analytics for data
A2313,DataAnalyticsCourse,166,5749,1149.80,$236.52,5,$47.30,11,0.036,"$1,780",2024/11/15,HYDERABAD,Desktop,analytics for data
A2314,Data Anlytics Corse,134,5166,1722.00,$191.92,3,$63.97,10,0.037,"$1,526",2024/11/04,hydrebad,MOBILE,learn data analytics
A2315,Data Analytics Corse,103,3687,921.75,$194.73,4,$48.68,27,,"$1,347",2024/11/15,hyderabad,tablet,learn data analytics
A2316,Data Analytcis Course,95,4939,1646.33,$219.43,3,$73.14,26,0.032,"$1,785",07-11-2024,HYDERABAD,Mobile,data anaytics training
A2317,Data Analytics Corse,155,3180,397.50,$229.63,8,$28.70,15,0.052,"$1,832",15-11-2024,hyderabad,desktop,data analytics course
A2318,Data Anlytics Corse,184,3981,1327.00,$193.25,3,$64.42,16,0.035,"$1,359",30-11-2024,HYDERABAD,tablet,learn data analytics
A2319,DataAnalyticsCourse,186,3392,484.57,$218.16,7,$31.17,29,0.038,"$1,012",08-11-2024,HYDERABAD,desktop,analytics for data
A2320,Data Anlytics Corse,93,3160,395.00,$220.75,8,$27.59,30,0.086,"$1,472",2024/11/08,HYDERABAD,Desktop,data analitics online
A2321,Data Anlytics Corse,138,4699,522.11,$202.54,9,$22.50,26,0.065,"$1,133",2024-11-25,hyderabad,Tablet,online data analytic
A2322,Data Analytics Corse,96,3730,932.50,$217.61,4,$54.40,16,0.042,"$1,283",2024-11-07,hyderabad,Desktop,analytics for data
A2323,DataAnalyticsCourse,127,5221,1740.33,$226.67,3,$75.56,17,,"$1,384",2024-11-03,hydrebad,tablet,data anaytics training
A2324,Data Analytcis Course,92,3299,366.56,$188.58,9,$20.95,11,0.098,"$1,678",2024-11-27,hyderabad,Desktop,data analitics online
A2325,Data Analytics Corse,156,5634,1126.80,$247.45,5,$49.49,16,0.032,"$1,925",08-11-2024,hydrebad,TABLET,data analytics course
A2326,Data Analytcis Course,113,5991,1997.00,$211.28,3,$70.43,16,0.027,"$1,499",16-11-2024,hydrebad,TABLET,learn data analytics
A2327,Data Analytics Corse,84,3917,391.70,$233.19,10,$23.32,13,0.049,,2024/11/11,Hyderbad,DESKTOP,data analytics course
A2328,Data Analytics Corse,189,5335,592.78,$181.46,9,$20.16,27,0.048,"$1,734",08-11-2024,hyderabad,mobile,online data analytic
A2329,Data Anlytics Corse,149,4550,505.56,$219.44,9,$24.38,11,0.06,"$1,659",2024/11/16,HYDERABAD,Tablet,online data analytic
A2330,Data Anlytics Corse,100,5805,1451.25,$181.27,4,$45.32,15,0.04,"$1,195",04-11-2024,HYDERABAD,Desktop,learn data analytics
A2331,Data Analytics Corse,105,5156,515.60,$201.01,10,$20.10,25,,"$1,472",2024-11-11,hydrebad,Desktop,analytics for data
A2332,Data Analytcis Course,86,5060,1265.00,$249.40,4,$62.35,15,0.047,"$1,761",15-11-2024,Hyderbad,tablet,data analitics online
A2333,Data Analytcis Course,93,5178,1035.60,$245.13,5,$49.03,14,0.054,"$1,080",2024/11/08,hydrebad,Mobile,data analitics online
A2334,Data Analytcis Course,180,3076,307.60,$227.91,10,$22.79,12,0.056,,05-11-2024,hydrebad,Desktop,online data analytic
A2335,Data Analytcis Course,156,3218,536.33,$235.69,6,$39.28,28,0.038,"$1,289",2024-11-16,hyderabad,Tablet,data analitics online
A2336,Data Anlytics Corse,124,4682,1560.67,$207.53,3,$69.18,20,0.033,"$1,550",2024/11/03,hydrebad,tablet,online data analytic
A2337,DataAnalyticsCourse,177,3592,399.11,$205.25,9,$22.81,29,0.051,"$1,271",2024-11-15,HYDERABAD,Desktop,data anaytics training
A2338,Data Analytics Corse,156,3506,#DIV/0!,$242.90,,#DIV/0!,13,,"$1,208",2024/11/01,HYDERABAD,desktop,analytics for data
A2339,Data Analytics Corse,132,3562,890.50,$238.34,4,$59.59,23,0.03,"$1,033",29-11-2024,HYDERABAD,tablet,data analytics course
A2340,Data Analytcis Course,178,,0.00,$203.60,3,$67.87,12,0.017,"$1,155",2024-11-02,HYDERABAD,tablet,analytics for data
A2341,Data Analytcis Course,153,3953,658.83,$237.56,6,$39.59,20,0.053,"$1,388",26-11-2024,hyderabad,Tablet,learn data analytics
A2342,Data Analytics Corse,187,4891,611.38,$223.99,8,$28.00,14,0.043,"$1,014",2024/11/26,hydrebad,Mobile,online data analytic
A2343,Data Analytics Corse,155,4976,995.20,$183.21,5,$36.64,10,0.053,"$1,554",13-11-2024,HYDERABAD,Tablet,online data analytic
A2344,Data Analytics Corse,90,5781,1156.20,$200.71,5,$40.14,28,0.046,,07-11-2024,hydrebad,Mobile,data analitics online
A2345,Data Analytcis Course,172,3001,750.25,$210.62,4,$52.66,14,0.023,"$1,192",2024/11/25,HYDERABAD,tablet,data analitics online
A2346,Data Analytics Corse,92,5728,636.44,$224.50,9,$24.94,14,0.098,"$1,876",26-11-2024,hyderabad,TABLET,online data analytic
A2347,Data Anlytics Corse,162,5103,567.00,$188.15,9,$20.91,13,0.056,"$1,264",2024-11-28,hyderabad,MOBILE,analytics for data
A2348,Data Analytics Corse,193,3131,626.20,$198.10,5,$39.62,22,0.035,"$1,870",2024/11/19,hydrebad,tablet,data analytics course
A2349,Data Analytcis Course,,3547,709.40,$238.34,5,$47.67,13,,"$1,130",2024/11/02,hyderabad,desktop,data analitics online
A2350,Data Analytcis Course,185,4070,814.00,$200.95,5,$40.19,21,0.027,"$1,503",2024-11-07,hyderabad,MOBILE,online data analytic
A2351,Data Analytcis Course,117,3350,670.00,$243.68,5,$48.74,23,0.056,"$1,204",2024/11/14,HYDERABAD,DESKTOP,analytics for data
A2352,DataAnalyticsCourse,123,4976,1244.00,$244.49,4,$61.12,14,0.033,"$1,579",2024/11/02,Hyderbad,DESKTOP,analytics for data
A2353,DataAnalyticsCourse,181,5612,1870.67,$203.66,3,$67.89,17,0.017,,07-11-2024,hyderabad,Tablet,data anaytics training
A2354,Data Analytcis Course,118,4390,548.75,$214.04,8,$26.76,24,0.068,"$1,071",2024/11/18,hyderabad,Tablet,analytics for data
A2355,Data Analytics Corse,82,3698,410.89,$229.12,9,$25.46,30,0.11,"$1,246",2024/11/20,hyderabad,mobile,learn data analytics
A2356,Data Analytics Corse,175,4295,715.83,$195.17,6,$32.53,18,,"$1,939",27-11-2024,HYDERABAD,Tablet,data analitics online
A2357,Data Analytics Corse,130,3332,666.40,$202.06,5,$40.41,14,0.038,"$1,184",2024-11-14,HYDERABAD,DESKTOP,online data analytic
A2358,Data Analytcis Course,92,4082,816.40,$186.29,5,$37.26,25,0.054,"$1,046",2024-11-24,Hyderbad,TABLET,online data analytic
A2359,Data Anlytics Corse,159,4464,1488.00,$204.86,3,$68.29,27,,"$1,963",20-11-2024,Hyderbad,TABLET,analytics for data
A2360,DataAnalyticsCourse,193,5263,877.17,$240.50,6,$40.08,18,0.054,"$1,670",2024-11-21,hyderabad,TABLET,online data analytic
A2361,Data Anlytics Corse,98,4371,624.43,$246.23,7,$35.18,25,0.071,"$1,114",2024/11/14,hyderabad,Tablet,analytics for data
A2362,Data Analytics Corse,176,3657,1219.00,$209.44,3,$69.81,19,0.017,"$1,171",2024/11/07,hydrebad,DESKTOP,online data analytic
A2363,Data Analytics Corse,182,5833,1166.60,$243.72,5,$48.74,20,0.027,"$1,206",14-11-2024,hydrebad,DESKTOP,data analytics course
A2364,Data Analytcis Course,85,3077,307.70,$200.16,10,$20.02,11,0.118,"$1,876",2024-11-23,HYDERABAD,MOBILE,analytics for data
A2365,Data Analytcis Course,98,3646,607.67,$239.05,6,$39.84,14,0.034,"$1,586",14-11-2024,hydrebad,desktop,data analytics course
A2366,Data Analytics Corse,160,3139,627.80,$230.55,5,$46.11,28,0.031,"$1,449",15-11-2024,hyderabad,Desktop,analytics for data
A2367,Data Analytcis Course,179,4005,400.50,$232.47,10,$23.25,16,0.056,"$1,553",2024/11/24,hyderabad,desktop,analytics for data
A2368,Data Analytics Corse,,4315,863.00,$196.30,5,$39.26,24,,"$1,364",2024-11-26,HYDERABAD,Mobile,data analytics course
A2369,DataAnalyticsCourse,195,3876,1292.00,$187.59,3,$62.53,28,,"$1,828",21-11-2024,Hyderbad,mobile,data analytics course
A2370,DataAnalyticsCourse,197,3174,453.43,,7,0,22,0.036,"$1,527",2024-11-14,Hyderbad,tablet,data analitics online
A2371,Data Analytics Corse,92,5550,693.75,$226.38,8,$28.30,28,0.087,"$1,322",21-11-2024,HYDERABAD,TABLET,learn data analytics
A2372,DataAnalyticsCourse,90,3526,1175.33,$211.39,3,$70.46,10,0.037,"$1,395",2024-11-20,Hyderbad,desktop,online data analytic
A2373,Data Analytics Corse,149,3192,798.00,,4,0,,0.038,"$1,708",2024-11-14,Hyderbad,TABLET,online data analytic
A2374,DataAnalyticsCourse,82,4132,688.67,$247.13,6,$41.19,11,0.073,"$1,091",2024/11/12,hyderabad,tablet,data anaytics training
A2375,Data Analytcis Course,151,5826,728.25,$226.53,8,$28.32,16,0.053,"$1,511",2024/11/25,hyderabad,Desktop,learn data analytics
A2376,Data Analytics Corse,162,5997,1199.40,$240.29,5,$48.06,20,0.035,"$1,144",24-11-2024,hydrebad,Mobile,data analitics online
A2377,Data Analytcis Course,197,4541,504.56,$243.81,9,$27.09,19,0.057,"$1,701",11-11-2024,hyderabad,desktop,data anaytics training
A2378,Data Analytcis Course,133,4642,1160.50,$184.52,4,$46.13,22,0.032,"$1,074",2024/11/14,hyderabad,DESKTOP,online data analytic
A2379,Data Analytics Corse,194,5509,1101.80,$235.45,5,$47.09,18,,"$1,025",2024-11-12,Hyderbad,Tablet,online data analytic
A2380,Data Analytics Corse,169,3647,607.83,$194.12,6,$32.35,12,0.036,"$1,697",2024/11/22,hydrebad,DESKTOP,learn data analytics
A2381,DataAnalyticsCourse,149,5209,520.90,$183.91,10,$18.39,18,,"$1,799",29-11-2024,hyderabad,DESKTOP,learn data analytics
A2382,Data Analytcis Course,124,5980,1495.00,$200.65,4,$50.16,25,0.032,"$1,768",2024/11/04,hydrebad,Desktop,learn data analytics
A2383,DataAnalyticsCourse,170,5443,1088.60,$235.99,5,$47.20,23,,"$1,314",21-11-2024,HYDERABAD,mobile,analytics for data
A2384,DataAnalyticsCourse,127,5326,532.60,$226.11,10,$22.61,18,0.04,"$1,040",21-11-2024,hyderabad,Mobile,online data analytic
A2385,Data Anlytics Corse,114,5565,1391.25,$210.04,4,$52.51,16,0.035,"$1,800",2024/11/07,hydrebad,DESKTOP,data anaytics training
A2386,Data Anlytics Corse,154,3312,662.40,$203.23,5,$40.65,16,0.042,"$1,977",2024-11-04,hyderabad,Desktop,data anaytics training
A2387,Data Analytics Corse,,4369,1092.25,$225.53,4,$56.38,28,,"$1,241",2024/11/23,HYDERABAD,tablet,data analitics online
A2388,Data Anlytics Corse,126,3570,396.67,$214.78,9,$23.86,28,0.071,"$1,078",12-11-2024,Hyderbad,tablet,data anaytics training
A2389,Data Analytcis Course,,3883,776.60,$225.89,5,$45.18,23,,"$1,183",21-11-2024,hydrebad,Mobile,online data analytic
A2390,Data Anlytics Corse,125,5736,1147.20,$197.28,5,$39.46,30,0.04,"$1,265",18-11-2024,Hyderbad,Mobile,analytics for data
A2391,Data Analytics Corse,197,5921,986.83,$214.97,6,$35.83,18,0.03,"$1,975",2024-11-14,Hyderbad,DESKTOP,learn data analytics
A2392,Data Analytcis Course,98,3687,368.70,$206.70,10,$20.67,12,,"$1,640",2024/11/07,hyderabad,MOBILE,online data analytic
A2393,Data Anlytics Corse,164,5334,889.00,$203.91,6,$33.99,18,0.057,"$1,128",18-11-2024,Hyderbad,Desktop,data analytics course
A2394,Data Anlytics Corse,111,4647,1161.75,$247.00,4,$61.75,15,,"$1,601",2024-11-29,Hyderbad,Desktop,learn data analytics
A2395,Data Analytics Corse,191,3485,497.86,$212.43,7,$30.35,10,,"$1,813",28-11-2024,hydrebad,mobile,analytics for data
A2396,Data Anlytics Corse,149,5720,1144.00,$211.54,5,$42.31,14,0.034,"$1,612",2024/11/29,HYDERABAD,Desktop,data analytics course
A2397,Data Anlytics Corse,183,3540,1180.00,$222.14,3,$74.05,15,0.016,"$1,248",2024/11/11,hyderabad,MOBILE,learn data analytics
A2398,Data Analytcis Course,198,4035,504.38,$215.94,8,$26.99,22,,,10-11-2024,hydrebad,mobile,learn data analytics
A2399,Data Analytcis Course,170,3024,302.40,$234.76,10,$23.48,11,,"$1,941",06-11-2024,Hyderbad,MOBILE,learn data analytics
A2400,Data Anlytics Corse,174,4334,1083.50,$186.29,4,$46.57,12,0.023,"$1,457",2024-11-22,hydrebad,mobile,analytics for data
A2401,Data Analytcis Course,91,4038,673.00,$197.15,6,$32.86,23,0.066,"$1,000",2024-11-29,HYDERABAD,mobile,data analitics online
A2402,Data Analytcis Course,197,4347,724.50,$215.20,6,$35.87,20,,"$1,204",2024/11/26,hyderabad,desktop,online data analytic
A2403,Data Analytcis Course,,5803,725.38,$203.03,8,$25.38,16,0.034,"$1,397",2024-11-30,Hyderbad,MOBILE,analytics for data
A2404,Data Anlytics Corse,152,4182,836.40,$233.45,5,$46.69,19,0.033,"$1,719",2024/11/13,HYDERABAD,mobile,data analytics course
A2405,Data Analytcis Course,189,4809,480.90,$225.32,10,$22.53,27,0.053,"$1,324",2024-11-18,hyderabad,Mobile,analytics for data
A2406,DataAnalyticsCourse,,5640,705.00,$210.51,8,$26.31,13,,"$1,536",2024/11/11,HYDERABAD,Desktop,data analytics course
A2407,Data Analytcis Course,159,3401,1133.67,$222.71,3,$74.24,18,0.019,"$1,849",2024-11-05,hyderabad,Desktop,data analitics online
A2408,Data Analytcis Course,175,5561,695.13,$231.96,8,$29.00,20,0.057,"$1,174",2024-11-14,HYDERABAD,MOBILE,data analytics course
A2409,DataAnalyticsCourse,175,5720,953.33,$243.80,6,$40.63,17,,,2024-11-26,Hyderbad,desktop,data analitics online
A2410,Data Analytcis Course,82,4898,612.25,$215.11,8,$26.89,25,0.098,"$1,776",09-11-2024,HYDERABAD,TABLET,analytics for data
A2411,Data Analytcis Course,146,5871,1467.75,$218.69,4,$54.67,30,,,2024-11-22,hyderabad,desktop,learn data analytics
A2412,Data Anlytics Corse,85,5954,992.33,$201.88,6,$33.65,18,0.071,"$1,526",2024/11/27,Hyderbad,Tablet,analytics for data
A2413,Data Anlytics Corse,128,3487,581.17,$236.19,6,$39.37,25,0.047,"$1,961",02-11-2024,HYDERABAD,tablet,data analytics course
A2414,Data Analytics Corse,153,3808,476.00,$189.61,8,$23.70,19,0.052,"$1,246",02-11-2024,hyderabad,Tablet,data analytics course
